team,offense,defense,tempo,luck,margin,schedule_margin,opponent_offense,opponent_defense,non_conference,conf,year
Elon,91.1,104.7,72.1,.048,-13.55,-8.35,98.0,106.3,5.87,BSth,2002
MS Valley St,101.1,114.8,69.4,-.041,-13.67,-12.87,96.6,109.5,2.61,SWAC,2002
Maine,94.2,108.1,63.1,.007,-13.91,-10.39,97.9,108.3,-7.20,AE,2002
CS Fullerton,94.8,109.1,65.6,-.056,-14.32,-0.45,103.1,103.5,-1.26,BW,2002
Bethune-Cookman,94.8,109.4,69.3,.038,-14.58,-10.27,97.1,107.3,-1.43,MEAC,2002
Youngstown St,95.7,110.3,67.5,-.003,-14.67,0.89,104.7,103.8,-2.58,Horz,2002
New Hampshire,96.9,111.8,70.5,.017,-14.87,-9.70,97.7,107.4,-0.10,AE,2002
Norfolk St,93.7,108.7,70.5,.063,-15.02,-6.29,99.4,105.7,8.68,MEAC,2002
Army,95.4,110.5,68.0,.047,-15.11,-8.92,97.8,106.7,-8.66,Pat,2002
Robert Morris,99.3,114.5,65.8,.026,-15.17,-10.30,98.2,108.5,1.21,NEC,2002
IPFW,97.0,112.3,74.1,-.033,-15.26,-0.37,103.3,103.7,0.58,ind,2002
Binghamton,92.7,108.1,67.2,-.059,-15.37,-10.68,97.6,108.3,-6.96,AE,2002
Jackson St,96.9,112.4,69.8,-.050,-15.44,-11.11,96.7,107.8,6.96,SWAC,2002
Mercer,96.2,111.8,68.5,-.028,-15.61,-1.29,104.0,105.2,9.82,ASun,2002
E Kentucky,93.4,109.1,70.2,.011,-15.71,-2.46,104.1,106.6,2.94,OVC,2002
MD E Shore,98.8,114.9,64.3,.043,-16.02,-8.50,98.0,106.5,2.10,MEAC,2002
Birmingham So,94.4,110.6,62.4,.029,-16.20,-12.54,94.9,107.5,-8.19,BSth,2002
Lehigh,93.1,109.3,70.2,-.113,-16.21,-6.98,99.1,106.1,-5.15,Pat,2002
Sacred Heart,96.3,112.9,71.7,-.074,-16.60,-10.98,97.9,108.9,-3.55,NEC,2002
SE Louisiana,89.3,105.9,60.5,-.005,-16.65,-6.09,99.2,105.3,-2.68,Slnd,2002
Campbell,100.9,117.6,68.4,.053,-16.73,-4.25,102.0,106.3,-1.82,ASun,2002
High Point,96.7,113.7,67.1,.017,-17.03,-9.04,97.0,106.1,1.06,BSth,2002
Cornell,89.2,106.6,65.1,-.030,-17.45,-2.44,101.9,104.4,-0.98,Ivy,2002
Dartmouth,100.2,117.8,62.5,.037,-17.66,-6.32,98.7,105.0,-9.51,Ivy,2002
St Francis PA,89.4,107.3,65.3,-.073,-17.99,-9.16,99.6,108.8,5.01,NEC,2002
Coastal Car,95.9,114.1,72.2,.029,-18.19,-8.04,97.9,105.9,1.55,BSth,2002
E Michigan,97.1,115.3,67.7,.016,-18.22,0.02,104.7,104.7,-4.22,MAC,2002
St Peter's,93.0,111.6,71.2,.008,-18.57,-2.42,100.8,103.2,-0.28,MAAC,2002
Grambling,97.3,116.2,74.0,.006,-18.91,-10.16,98.1,108.3,13.81,SWAC,2002
Lipscomb,93.6,112.9,69.2,.010,-19.34,-5.02,101.0,106.0,-0.21,ind,2002
TX Southern,94.6,114.1,67.8,.079,-19.56,-11.68,97.3,109.0,6.25,SWAC,2002
Stony Brook,91.5,111.5,65.8,.001,-20.04,-7.78,98.0,105.8,-0.78,AE,2002
Loyola MD,86.7,106.9,65.7,.015,-20.27,-5.57,99.5,105.0,-9.33,MAAC,2002
Albany NY,87.0,107.3,62.7,.039,-20.29,-9.58,98.2,107.8,-4.05,AE,2002
Coppin St,88.0,109.0,64.3,-.062,-21.03,-8.41,98.6,107.0,-0.23,MEAC,2002
Morgan St,90.0,111.3,70.1,-.019,-21.23,-6.60,99.9,106.4,4.43,MEAC,2002
Southern Univ,93.9,115.5,72.5,-.003,-21.56,-12.68,96.6,109.3,2.68,SWAC,2002
F Dickinson,93.5,116.3,70.4,-.103,-22.73,-11.34,97.1,108.4,-6.01,NEC,2002
Prairie View,89.6,112.9,73.9,.076,-23.35,-11.27,97.6,108.9,4.98,SWAC,2002
Chicago St,89.5,114.1,69.5,-.027,-24.56,0.41,104.2,103.7,-0.16,MCon,2002
Long Island,97.5,122.3,74.4,.004,-24.88,-8.83,98.6,107.4,0.74,NEC,2002
Liberty,85.6,110.7,72.7,.010,-25.14,-8.27,98.3,106.6,-1.00,BSth,2002
Nicholls St,87.1,113.3,68.9,-.070,-26.22,-2.55,101.1,103.7,12.20,Slnd,2002
Ark Pine Bluff,82.2,111.1,75.5,-.014,-28.85,-7.85,100.3,108.1,12.23,SWAC,2002
Mt St Mary's,85.1,114.5,67.0,.019,-29.36,-10.49,97.9,108.4,-2.13,NEC,2002
Morris Brown,85.1,115.1,67.6,.044,-29.95,-2.92,101.5,104.4,0.32,ind,2002
Savannah St,78.1,109.2,66.4,-.021,-31.15,-5.21,100.5,105.8,-0.64,ind,2002
Kentucky,116.5,87.4,67.7,.051,29.18,11.20,108.6,97.4,6.77,SEC,2003
Kansas,115.0,86.4,72.2,-.017,28.62,11.84,108.7,96.8,6.08,B12,2003
Pittsburgh,114.8,86.2,64.7,-.023,28.61,7.07,105.5,98.4,-8.24,BE,2003
Arizona,115.6,88.8,72.7,-.007,26.80,8.69,107.2,98.5,8.19,P10,2003
Illinois,113.2,88.7,67.8,-.029,24.47,7.29,105.8,98.5,-4.18,B10,2003
Duke,115.0,91.3,70.7,-.030,23.75,8.85,107.1,98.3,0.64,ACC,2003
Texas,119.3,95.8,69.4,-.009,23.49,10.36,107.1,96.8,2.16,B12,2003
Syracuse,114.4,91.1,71.0,.083,23.28,10.32,106.6,96.3,-3.63,BE,2003
Oklahoma,112.1,89.1,62.7,.034,23.01,9.01,106.7,97.7,-2.32,B12,2003
Louisville,115.8,93.0,72.5,-.029,22.75,6.82,105.3,98.4,5.99,CUSA,2003
Florida,116.5,94.4,65.0,.008,22.14,8.30,106.0,97.7,-0.89,SEC,2003
Wisconsin,114.4,92.4,61.9,-.024,22.07,6.46,106.1,99.6,-1.01,B10,2003
Maryland,110.9,88.9,71.5,-.078,22.00,8.23,106.6,98.4,-5.28,ACC,2003
Mississippi St,107.4,85.8,64.8,-.060,21.53,8.85,106.9,98.0,-2.62,SEC,2003
Marquette,120.5,99.2,65.7,.070,21.30,7.94,106.0,98.0,-1.46,CUSA,2003
Georgia,120.9,99.9,67.1,.012,20.93,12.71,108.7,96.0,10.85,SEC,2003
St Joseph's PA,109.0,88.3,64.1,-.049,20.75,4.61,105.0,100.4,5.80,A10,2003
Notre Dame,116.5,96.2,69.2,.009,20.31,11.00,107.3,96.3,3.78,BE,2003
Michigan St,110.1,89.9,63.6,-.050,20.26,10.11,107.3,97.2,3.19,B10,2003
Xavier,113.8,94.0,67.7,.018,19.88,4.80,105.0,100.2,4.84,A10,2003
Wake Forest,114.5,94.6,67.7,.073,19.87,7.83,105.9,98.0,-3.80,ACC,2003
Connecticut,111.6,92.0,71.2,.005,19.54,8.75,107.3,98.6,-3.47,BE,2003
LSU,111.0,92.8,67.5,-.035,18.15,6.27,104.8,98.6,-8.36,SEC,2003
BYU,109.4,91.7,65.5,-.031,17.68,5.49,107.4,101.9,5.20,MWC,2003
Oklahoma St,105.9,88.2,66.7,.003,17.67,9.08,106.3,97.2,-1.14,B12,2003
Creighton,112.4,94.9,68.4,.026,17.54,-0.19,102.5,102.7,-0.51,MVC,2003
Purdue,107.0,89.6,69.3,-.012,17.42,9.53,107.6,98.0,4.87,B10,2003
Missouri,111.5,94.2,66.9,.043,17.32,11.14,107.1,96.0,2.97,B12,2003
Memphis,110.9,94.1,68.3,.005,16.72,4.84,103.4,98.5,3.33,CUSA,2003
Arizona St,113.9,97.4,66.9,-.014,16.49,8.74,106.4,97.7,5.44,P10,2003
Butler,115.4,99.3,58.6,.073,16.09,4.10,104.5,100.4,1.83,Horz,2003
Texas Tech,109.3,93.4,66.2,-.027,15.89,8.92,106.9,97.9,-2.11,B12,2003
Gonzaga,113.2,97.7,66.9,-.021,15.58,3.93,103.9,100.0,5.83,WCC,2003
Colorado,109.1,93.8,69.9,.001,15.27,9.02,106.9,97.9,0.22,B12,2003
Georgetown,107.1,92.2,70.7,-.101,14.91,7.95,105.6,97.6,-10.72,BE,2003
Cincinnati,105.0,90.3,66.4,-.069,14.69,7.35,106.6,99.3,3.74,CUSA,2003
UNC Wilmington,109.5,94.9,64.1,-.031,14.62,-2.47,99.3,101.7,-0.81,CAA,2003
Alabama,110.3,95.7,65.3,-.015,14.60,9.55,106.6,97.1,2.31,SEC,2003
Stanford,109.8,95.2,65.6,.066,14.57,7.26,106.2,98.9,3.76,P10,2003
Dayton,116.4,101.9,64.4,.084,14.53,4.93,104.4,99.5,5.54,A10,2003
Indiana,113.4,98.9,63.7,.050,14.48,10.49,107.3,96.8,9.29,B10,2003
Oregon,111.4,97.1,71.2,.032,14.25,5.24,105.0,99.8,-4.41,P10,2003
Georgia Tech,109.1,94.8,69.0,-.092,14.23,9.23,106.8,97.5,-1.56,ACC,2003
Utah,106.6,92.6,62.1,.069,14.04,5.23,106.8,101.6,1.55,MWC,2003
Providence,108.0,94.1,67.0,-.051,13.85,7.91,106.1,98.2,1.44,BE,2003
Auburn,107.7,94.1,66.6,.051,13.63,8.22,106.0,97.8,-4.71,SEC,2003
California,109.9,96.3,65.9,.061,13.59,7.06,106.7,99.6,0.30,P10,2003
Penn,110.3,96.9,63.3,.035,13.35,-1.53,100.4,102.0,3.49,Ivy,2003
Boston College,117.7,104.4,68.2,.034,13.30,8.51,106.1,97.6,2.55,BE,2003
NC State,111.2,98.1,65.0,-.023,13.18,8.48,106.9,98.4,-6.47,ACC,2003
Tulsa,107.9,94.9,67.4,-.061,13.04,1.05,102.7,101.7,4.16,WAC,2003
WI Milwaukee,109.0,96.0,71.2,.025,12.97,2.06,104.9,102.8,1.05,Horz,2003
Seton Hall,104.6,92.3,65.7,.022,12.26,9.26,106.4,97.1,-0.57,BE,2003
North Carolina,107.9,95.8,68.3,.024,12.15,11.23,107.4,96.2,7.32,ACC,2003
S Illinois,110.3,98.6,67.8,.063,11.76,1.97,103.5,101.5,3.35,MVC,2003
WKU,108.0,96.3,67.2,.035,11.75,1.09,103.1,102.0,2.09,SB,2003
Villanova,106.6,95.4,68.8,-.059,11.17,9.49,107.0,97.5,7.22,BE,2003
Tennessee,108.0,97.0,64.7,.026,10.99,8.54,106.4,97.8,-4.46,SEC,2003
Mississippi,111.2,100.3,62.8,-.099,10.89,7.19,103.9,96.7,-7.96,SEC,2003
Kansas St,107.9,97.0,65.7,-.154,10.87,6.95,104.6,97.7,-4.60,B12,2003
Michigan,109.0,98.3,65.1,.024,10.71,7.33,106.1,98.8,1.27,B10,2003
IL Chicago,110.5,99.9,68.4,.024,10.64,1.02,103.6,102.5,-0.93,Horz,2003
Detroit,109.6,99.0,64.4,-.089,10.60,1.19,103.8,102.6,0.83,Horz,2003
Iowa St,106.3,95.7,66.3,-.045,10.59,6.18,104.5,98.3,-11.54,B12,2003
ULL,107.9,97.4,69.8,-.014,10.52,2.75,103.4,100.6,5.63,SB,2003
Holy Cross,105.5,95.1,65.1,.065,10.40,-5.57,99.0,104.6,-0.64,Pat,2003
St John's,105.4,95.3,67.0,.035,10.06,6.76,106.3,99.5,-0.51,BE,2003
Manhattan,105.5,95.4,68.1,.014,10.04,-1.71,101.7,103.4,2.51,MAAC,2003
DePaul,105.1,95.1,65.8,-.004,10.04,6.51,105.1,98.6,1.93,CUSA,2003
C Michigan,109.5,99.4,71.7,.137,10.01,2.06,104.3,102.3,2.87,MAC,2003
UNLV,108.1,98.2,70.3,.022,9.84,3.16,104.6,101.4,0.20,MWC,2003
Minnesota,107.4,97.7,70.7,.018,9.68,7.04,105.9,98.9,-2.99,B10,2003
UAB,105.2,95.8,73.9,-.008,9.45,3.90,103.8,99.9,-7.02,CUSA,2003
Temple,108.0,98.6,63.2,.028,9.34,8.09,106.5,98.5,12.80,A10,2003
Ohio St,103.2,94.3,64.2,.052,8.93,9.62,107.1,97.4,-0.60,B10,2003
Weber St,111.4,102.5,66.5,.073,8.88,-1.73,100.5,102.2,1.29,BSky,2003
Florida St,100.9,92.0,67.5,-.052,8.84,7.40,106.7,99.3,-5.79,ACC,2003
Iowa,106.4,97.9,67.1,-.018,8.50,5.72,104.5,98.8,-5.06,B10,2003
St Louis,104.1,95.8,58.9,.026,8.34,7.12,105.9,98.8,2.93,CUSA,2003
San Diego,104.7,96.4,70.9,.003,8.32,3.37,104.8,101.4,6.03,WCC,2003
South Carolina,103.1,94.8,65.5,-.028,8.31,9.76,108.0,98.2,0.29,SEC,2003
Virginia,108.8,100.6,68.4,.026,8.20,10.13,107.2,97.0,2.09,ACC,2003
Nevada,108.0,99.9,68.8,-.097,8.19,2.29,103.2,100.9,4.98,WAC,2003
St Bonaventure,112.8,104.8,71.3,-.070,8.07,5.51,105.1,99.6,6.97,A10,2003
Missouri St,100.6,92.5,63.5,-.075,8.04,-0.01,103.9,103.9,-1.55,MVC,2003
W Michigan,101.7,94.0,65.3,.015,7.66,1.19,104.5,103.3,2.71,MAC,2003
New Mexico St,107.7,100.2,67.2,-.005,7.51,-0.93,102.0,102.9,-7.35,SB,2003
Utah St,107.1,99.7,61.0,.003,7.41,-2.00,101.1,103.1,-0.07,BW,2003
Texas A&M,104.4,97.4,70.4,.022,6.97,7.68,106.2,98.5,-5.28,B12,2003
Vanderbilt,103.7,96.9,69.3,-.049,6.78,10.95,108.4,97.4,-1.36,SEC,2003
USC,105.2,98.4,73.3,-.055,6.74,7.38,106.6,99.2,0.12,P10,2003
San Diego St,108.0,101.3,66.9,-.023,6.69,3.60,104.4,100.8,-3.20,MWC,2003
Valparaiso,103.7,97.1,65.8,.021,6.66,-1.51,102.6,104.1,8.69,MCon,2003
Kent,111.2,104.7,66.7,.023,6.51,0.52,103.6,103.1,3.36,MAC,2003
Santa Barbara,104.2,97.7,61.4,-.080,6.46,-0.90,102.1,103.0,3.39,BW,2003
Wyoming,108.5,102.2,68.0,.081,6.34,3.04,103.8,100.8,-2.52,MWC,2003
Richmond,101.4,95.2,62.1,-.037,6.28,3.77,104.5,100.7,0.67,A10,2003
Fresno St,105.2,98.9,65.7,.061,6.26,-0.82,101.3,102.1,-1.87,WAC,2003
Troy,106.9,100.8,70.3,.105,6.15,-5.20,99.3,104.5,-2.77,ASun,2003
Miami FL,103.3,97.2,65.8,-.118,6.10,6.88,104.8,97.9,-3.73,BE,2003
Rutgers,100.9,94.9,68.7,-.041,6.01,8.36,106.4,98.1,-5.21,BE,2003
Baylor,106.6,100.7,65.6,-.006,5.97,5.20,103.5,98.3,-12.74,B12,2003
Charlotte,104.5,98.5,65.8,-.007,5.97,7.58,105.6,98.0,4.64,CUSA,2003
Colorado St,110.6,104.6,67.1,.031,5.96,4.39,104.7,100.3,-3.45,MWC,2003
Clemson,107.3,101.6,63.6,.026,5.75,5.06,104.0,98.9,-12.27,ACC,2003
Murray St,107.3,101.8,65.5,-.082,5.53,-1.81,102.8,104.6,7.12,OVC,2003
UCLA,107.2,101.7,69.3,-.065,5.46,9.15,107.0,97.8,4.89,P10,2003
Tulane,106.8,101.4,65.5,-.064,5.36,3.04,102.4,99.4,-2.33,CUSA,2003
E Washington,102.9,97.6,67.9,-.031,5.29,0.29,101.4,101.1,3.78,BSky,2003
G Washington,107.2,102.1,68.6,-.078,5.18,5.12,104.0,98.9,2.41,A10,2003
Drexel,101.7,96.7,67.6,.013,5.02,0.22,101.3,101.0,4.16,CAA,2003
Rice,105.8,101.1,69.2,.063,4.73,0.02,101.0,101.0,-0.22,WAC,2003
West Virginia,104.7,99.9,65.0,.055,4.71,7.74,106.0,98.3,-3.49,BE,2003
South Florida,101.3,96.8,67.9,.007,4.49,4.25,104.0,99.8,1.29,CUSA,2003
Hawaii,102.9,98.5,65.8,.057,4.33,1.30,103.4,102.1,-1.42,WAC,2003
Rhode Island,101.6,97.3,68.5,.112,4.33,3.30,104.4,101.1,0.91,A10,2003
George Mason,98.1,93.8,64.9,-.022,4.26,-1.20,100.9,102.1,3.68,CAA,2003
San Francisco,109.1,104.9,63.2,-.020,4.19,2.16,103.0,100.8,3.15,WCC,2003
UC Irvine,103.6,99.5,65.5,.077,4.10,-2.03,100.9,102.9,2.39,BW,2003
Col Charleston,102.5,98.4,67.1,.079,4.08,-2.83,101.3,104.1,-0.12,SC,2003
VA Commonwealth,103.4,99.3,69.1,-.009,4.06,-4.26,98.7,103.0,-6.63,CAA,2003
Siena,105.3,101.4,68.9,-.013,3.89,-2.78,100.7,103.5,-2.16,MAAC,2003
Tennessee Tech,102.8,99.0,68.7,-.016,3.86,-2.01,102.7,104.7,5.90,OVC,2003
Loyola-Chicago,105.7,101.9,70.1,-.015,3.85,2.80,104.5,101.6,4.20,Horz,2003
Boston Univ,102.4,98.7,64.4,.013,3.64,-3.75,99.6,103.4,5.48,AE,2003
MTSU,103.8,100.5,66.0,-.006,3.36,1.85,103.3,101.5,1.07,SB,2003
Chattanooga,110.6,107.3,69.2,.034,3.34,-3.70,100.6,104.3,1.78,SC,2003
Oregon St,100.7,97.5,66.9,.006,3.21,5.54,104.9,99.4,-6.57,P10,2003
UCF,102.9,99.7,65.4,-.032,3.18,-5.67,99.7,105.3,-4.35,ASun,2003
Washington,102.6,99.4,70.1,-.057,3.12,6.39,105.8,99.4,-1.70,P10,2003
Wichita St,107.7,104.6,67.7,.050,3.05,0.07,101.7,101.6,-6.53,MVC,2003
Toledo,103.6,100.6,67.2,-.043,3.03,2.62,104.7,102.0,5.44,MAC,2003
Princeton,109.2,106.2,59.9,-.027,2.99,-1.98,99.8,101.7,3.33,Ivy,2003
Arkansas,98.0,95.1,65.8,-.038,2.95,10.25,107.4,97.2,0.58,SEC,2003
Austin Peay,100.7,98.0,64.4,.171,2.65,-0.97,104.2,105.2,7.41,OVC,2003
Denver,102.4,99.8,67.3,-.027,2.53,-0.56,102.9,103.4,-3.69,SB,2003
N Illinois,104.6,102.1,64.8,.050,2.52,1.28,103.8,102.5,3.43,MAC,2003
Nebraska,97.4,94.9,66.6,.014,2.47,8.97,106.9,97.9,-1.84,B12,2003
Miami OH,101.1,98.7,56.7,-.027,2.42,3.14,105.8,102.7,13.07,MAC,2003
SMU,103.6,101.2,68.2,.070,2.36,1.45,102.7,101.3,3.56,WAC,2003
Virginia Tech,106.3,104.0,66.8,-.044,2.34,6.28,105.6,99.3,-3.47,BE,2003
St Mary's CA,98.5,96.3,65.6,-.045,2.18,0.42,102.8,102.4,-1.56,WCC,2003
Davidson,103.2,101.0,70.3,.004,2.18,-2.28,101.0,103.3,11.96,SC,2003
SF Austin,105.6,103.5,62.6,.003,2.14,-8.51,96.6,105.1,-5.37,Slnd,2003
Bradley,103.1,101.2,68.6,-.125,1.95,1.11,104.0,102.8,1.41,MVC,2003
American Univ,103.6,101.6,62.9,-.101,1.95,-5.66,98.0,103.7,-2.26,Pat,2003
ETSU,101.3,99.6,75.2,.036,1.75,-1.80,102.1,103.9,4.80,SC,2003
Pepperdine,110.2,108.5,70.8,.042,1.69,1.33,102.9,101.6,1.19,WCC,2003
Ark Little Rock,102.3,100.7,66.1,.035,1.63,-0.50,102.0,102.5,-3.58,SB,2003
Vermont,101.1,99.5,64.4,.019,1.57,-5.13,99.3,104.4,-2.29,AE,2003
Morehead St,109.6,108.1,67.6,.048,1.53,-3.68,101.9,105.6,1.84,OVC,2003
Air Force,105.2,104.0,52.9,-.073,1.27,1.98,104.1,102.1,-6.09,MWC,2003
Oral Roberts,104.6,103.4,68.1,-.030,1.21,-6.92,100.3,107.2,-5.13,MCon,2003
Fairfield,99.2,98.2,69.2,.082,0.94,-1.34,102.1,103.4,1.77,MAAC,2003
Yale,100.1,99.2,68.7,-.038,0.85,-1.02,100.9,101.9,5.21,Ivy,2003
South Alabama,105.4,104.6,65.7,-.001,0.85,2.51,103.9,101.4,3.10,SB,2003
Sam Houston St,101.5,100.6,67.2,.088,0.82,-7.41,97.0,104.5,-2.00,Slnd,2003
Brown,105.6,104.8,70.6,.042,0.76,-2.43,100.7,103.1,-0.20,Ivy,2003
Iona,102.2,101.7,69.0,-.033,0.55,-4.38,100.7,105.1,-3.76,MAAC,2003
Arkansas St,107.7,107.2,66.5,-.101,0.48,-0.48,101.6,102.1,-4.54,SB,2003
IUPUI,102.9,102.5,67.0,.071,0.46,-2.19,102.6,104.8,2.78,MCon,2003
Old Dominion,99.2,98.9,66.6,-.113,0.30,-2.21,100.0,102.2,-1.40,CAA,2003
La Salle,102.4,102.1,67.6,.001,0.27,3.99,104.3,100.3,-0.34,A10,2003
East Carolina,99.3,99.1,65.2,-.018,0.22,5.63,105.0,99.4,-5.50,CUSA,2003
Belmont,103.2,103.0,67.2,.020,0.18,-3.18,101.2,104.4,5.99,ASun,2003
Southern Miss,98.9,98.8,67.4,.049,0.16,3.63,103.4,99.8,-1.79,CUSA,2003
Northwestern,105.0,104.9,60.4,-.003,0.05,4.99,104.7,99.7,-11.03,B10,2003
Ohio,104.5,104.7,65.6,.090,-0.22,3.25,105.3,102.1,10.45,MAC,2003
Ball St,106.5,106.8,70.1,.012,-0.35,2.41,104.2,101.8,5.76,MAC,2003
TCU,106.0,106.5,71.3,-.027,-0.41,4.82,104.1,99.3,0.43,CUSA,2003
Delaware,99.5,99.9,69.0,.007,-0.43,-0.97,100.5,101.5,0.47,CAA,2003
New Orleans,101.7,102.2,66.3,.005,-0.49,-0.03,102.5,102.5,-3.24,SB,2003
Appalachian St,103.5,104.2,76.1,.081,-0.69,-3.51,100.7,104.2,3.37,SC,2003
Marshall,102.2,102.9,67.5,-.027,-0.77,-0.61,103.4,104.0,-2.90,MAC,2003
Mercer,106.4,107.3,69.5,.170,-0.84,-9.07,96.5,105.5,-12.14,ASun,2003
Pacific,99.9,100.8,66.3,-.066,-0.86,-1.06,101.6,102.7,3.27,BW,2003
Niagara,109.5,110.4,66.5,.091,-0.90,-1.85,100.4,102.2,0.23,MAAC,2003
Akron,110.0,110.9,67.0,-.025,-0.92,-1.77,102.3,104.1,-6.51,MAC,2003
Wagner,104.7,105.9,67.6,.049,-1.16,-7.45,98.9,106.3,2.38,NEC,2003
E Illinois,106.8,108.1,69.8,-.008,-1.29,-0.82,103.2,104.1,6.02,OVC,2003
Cal Poly SLO,98.4,99.7,69.2,.045,-1.38,-1.64,101.2,102.8,0.71,BW,2003
Evansville,105.9,107.5,67.5,.048,-1.55,3.33,104.5,101.2,6.65,MVC,2003
Boise St,96.0,97.5,66.7,-.032,-1.56,-0.89,101.8,102.7,-4.14,WAC,2003
Bowling Green,98.7,100.6,66.1,.050,-1.88,3.27,105.8,102.5,8.25,MAC,2003
Oakland,103.7,105.7,71.3,.007,-2.07,-6.76,100.1,106.9,-5.00,MCon,2003
Idaho St,99.6,101.8,70.4,.013,-2.21,-2.05,100.6,102.6,-0.43,BSky,2003
New Mexico,107.7,110.0,65.6,-.023,-2.27,3.68,104.6,101.0,-4.24,MWC,2003
Louisiana Tech,101.8,104.1,67.6,.035,-2.35,3.04,103.3,100.2,12.10,WAC,2003
CS Northridge,100.6,103.1,67.8,-.019,-2.53,-2.31,100.6,102.9,-0.95,BW,2003
Northern Arizona,99.5,102.1,68.1,.005,-2.60,-3.70,100.7,104.4,-5.22,BSky,2003
Jacksonville St,103.5,106.2,68.4,.065,-2.72,-7.69,98.0,105.7,-7.68,ASun,2003
UT Arlington,97.8,100.5,62.2,.007,-2.73,-5.69,98.0,103.7,11.01,Slnd,2003
Montana,104.3,107.1,66.1,-.020,-2.75,-1.12,100.8,101.9,2.42,BSky,2003
Northern Iowa,102.0,104.8,64.6,-.010,-2.78,1.60,103.3,101.7,3.61,MVC,2003
Massachusetts,96.5,99.8,64.9,-.011,-3.25,3.75,104.6,100.9,0.55,A10,2003
Texas St,101.4,104.7,67.4,-.035,-3.28,-7.56,96.4,104.0,-1.10,Slnd,2003
Maine,99.5,102.9,68.3,-.099,-3.32,-5.43,99.6,105.0,-2.02,AE,2003
Binghamton,96.7,100.3,66.1,.007,-3.57,-5.23,99.3,104.5,-2.15,AE,2003
Hartford,98.2,101.9,64.1,.024,-3.68,-6.37,98.3,104.6,-4.04,AE,2003
Wofford,104.2,108.0,68.4,.016,-3.75,-0.27,102.5,102.8,12.94,SC,2003
WI Green Bay,103.3,107.1,64.9,-.062,-3.76,1.65,104.2,102.5,0.96,Horz,2003
Canisius,99.3,103.0,68.6,-.116,-3.77,-2.58,101.2,103.8,-0.42,MAAC,2003
E Michigan,104.0,107.8,72.8,.057,-3.86,-1.01,102.1,103.1,-7.61,MAC,2003
Loy Marymount,98.4,102.5,69.8,-.021,-4.09,0.23,103.2,103.0,-1.78,WCC,2003
Samford,101.0,105.1,58.8,-.008,-4.16,-2.42,102.1,104.5,6.06,ASun,2003
Duquesne,99.4,103.5,68.0,-.015,-4.17,2.99,103.5,100.5,-3.32,A10,2003
Portland,98.7,103.0,68.2,.011,-4.25,1.38,103.0,101.6,0.81,WCC,2003
Washington St,101.5,105.8,68.7,-.012,-4.29,6.23,106.4,100.2,-4.27,P10,2003
Penn St,98.6,103.2,67.6,-.004,-4.58,8.26,106.4,98.2,-1.64,B10,2003
Idaho,96.4,101.0,62.3,.012,-4.61,-2.90,100.3,103.2,-2.74,BW,2003
McNeese St,100.4,105.2,67.9,.014,-4.78,-4.74,97.8,102.6,15.53,Slnd,2003
Houston,93.2,98.0,63.2,.021,-4.84,5.03,104.6,99.6,2.44,CUSA,2003
Marist,101.4,106.7,68.6,.052,-5.31,-2.01,101.2,103.2,-0.60,MAAC,2003
Northeastern,98.9,104.2,70.1,-.004,-5.33,-4.88,99.4,104.3,-1.47,AE,2003
Illinois St,99.4,104.9,65.2,-.050,-5.44,2.34,104.5,102.2,3.46,MVC,2003
Wright St,102.1,107.7,66.0,.016,-5.65,1.17,104.2,103.0,-3.53,Horz,2003
James Madison,99.5,105.2,66.2,-.003,-5.66,-2.59,99.5,102.1,-2.25,CAA,2003
Harvard,98.3,104.0,71.9,-.006,-5.69,-3.05,100.3,103.3,-1.06,Ivy,2003
Montana St,100.2,105.9,61.9,-.040,-5.70,-2.06,100.1,102.2,-1.24,BSky,2003
Bucknell,91.1,96.8,63.3,-.005,-5.75,-5.32,99.3,104.7,-3.51,Pat,2003
Rider,99.2,104.9,63.2,-.013,-5.79,-4.05,100.0,104.0,-5.43,MAAC,2003
Winthrop,97.1,102.9,67.4,.055,-5.81,-11.23,96.3,107.5,-4.02,BSth,2003
Lehigh,98.3,104.2,65.2,.030,-5.94,-7.43,96.4,103.8,-7.08,Pat,2003
Georgia St,101.5,107.6,66.7,-.033,-6.14,-6.33,98.8,105.1,-3.36,ASun,2003
Drake,101.7,107.9,62.3,-.024,-6.22,1.66,103.1,101.5,2.36,MVC,2003
Santa Clara,96.9,103.2,65.1,.083,-6.25,-0.77,102.4,103.2,-5.27,WCC,2003
Florida Intl,95.0,101.3,61.6,-.101,-6.29,0.88,103.0,102.1,-2.96,SB,2003
Birmingham So,100.5,107.1,63.4,.035,-6.59,-12.10,94.7,106.8,-8.06,BSth,2003
Quinnipiac,99.1,105.8,71.0,.044,-6.72,-8.87,97.7,106.6,-2.19,NEC,2003
TN Martin,100.5,107.3,69.5,.042,-6.88,-0.98,103.5,104.5,5.77,OVC,2003
Ga Southern,102.2,109.2,71.6,.081,-6.97,-4.67,99.7,104.4,-4.80,SC,2003
North Texas,99.3,106.6,70.2,.006,-7.31,5.18,105.3,100.1,9.82,SB,2003
Furman,97.9,105.2,62.9,.010,-7.37,-3.18,101.3,104.5,-0.24,SC,2003
CS Fullerton,101.4,108.9,59.9,-.008,-7.48,-2.38,100.9,103.3,-2.61,BW,2003
